timestamp,Pitch,Roll,Yaw,accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z,magn_x,magn_y,magn_z,quat_w,quat_x,quat_y,quat_z
67512,-5.92604,4.0447764,-25.20651,-0.1489532,0.6143572,9.615558,-0.019242255,-0.017562376,0.031001411,-0.15080704,-0.05149683,-0.987221,0.9743906,0.023121653,-0.05810439,-0.21599102
67619,-5.8313313,4.133401,-25.248924,-0.15254244,0.61076796,9.647263,-0.02687807,-0.01328632,0.02855795,-0.14966907,-0.05602167,-0.9871478,0.9743273,0.024035443,-0.05747566,-0.21634494
67726,-5.7508802,3.6975164,-25.211586,-0.1274178,0.46660042,9.620941,-0.025045475,-0.016646078,0.028252516,-0.15375763,-0.05046938,-0.98681885,0.97451186,0.020501642,-0.055962022,-0.2162743
67832,-5.7508802,3.6975164,-25.211586,-0.1274178,0.46660042,9.620941,-0.025045475,-0.016646078,0.028252516,-0.15375763,-0.05046938,-0.98681885,0.97451186,0.020501642,-0.055962022,-0.2162743
67939,-5.7508802,3.6975164,-25.211586,-0.1274178,0.46660042,9.620941,-0.025045475,-0.016646078,0.028252516,-0.15375763,-0.05046938,-0.98681885,0.97451186,0.020501642,-0.055962022,-0.2162743
68046,-5.5074983,3.8093448,-25.232265,-0.14177473,0.61675,9.646664,-0.023365596,-0.015882496,0.030848695,-0.14737305,-0.042322274,-0.9881751,0.9745387,0.021908972,-0.054108694,-0.21648702
68152,-5.5074983,3.8093448,-25.232265,-0.14177473,0.61675,9.646664,-0.023365596,-0.015882496,0.030848695,-0.14737305,-0.042322274,-0.9881751,0.9745387,0.021908972,-0.054108694,-0.21648702
68259,-5.5074983,3.8093448,-25.232265,-0.14177473,0.61675,9.646664,-0.023365596,-0.015882496,0.030848695,-0.14737305,-0.042322274,-0.9881751,0.9745387,0.021908972,-0.054108694,-0.21648702
68366,-5.5074983,3.8093448,-25.232265,-0.14177473,0.61675,9.646664,-0.023365596,-0.015882496,0.030848695,-0.14737305,-0.042322274,-0.9881751,0.9745387,0.021908972,-0.054108694,-0.21648702
68472,-5.623783,3.8961906,-25.815933,-0.15732808,0.6251249,9.607781,-0.028863383,-0.019394971,0.025045475,-0.14732139,-0.045950074,-0.9880208,0.9733664,0.022142895,-0.055374425,-0.22136222
68579,-5.8889647,3.7908666,-25.953615,-0.14177473,0.62632126,9.663414,-0.021685716,-0.016798794,0.026725354,-0.15314156,-0.046168715,-0.98712516,0.9730236,0.02065947,-0.057446536,-0.22248182
68686,-5.647214,4.126135,-26.05468,-0.12622139,0.62572306,9.647263,-0.023365596,-0.020158552,0.029932396,-0.1515301,-0.053756025,-0.98698986,0.9728488,0.023933338,-0.056067348,-0.22326863
68792,-5.647214,4.126135,-26.05468,-0.12622139,0.62572306,9.647263,-0.023365596,-0.020158552,0.029932396,-0.1515301,-0.053756025,-0.98698986,0.9728488,0.023933338,-0.056067348,-0.22326863
68899,-5.647214,4.126135,-26.05468,-0.12622139,0.62572306,9.647263,-0.023365596,-0.020158552,0.029932396,-0.1515301,-0.053756025,-0.98698986,0.9728488,0.023933338,-0.056067348,-0.22326863
69006,-6.007118,4.019203,-26.417633,-0.14476576,0.5982056,9.628119,-0.02107485,-0.014966198,0.0290161,-0.15801013,-0.050589845,-0.98614067,0.9720283,0.022126721,-0.058982182,-0.22625762
69112,-5.959788,4.101685,-26.446344,-0.13100703,0.60717875,9.6687975,-0.020922136,-0.019242255,0.02947425,-0.153457,-0.05167153,-0.9868034,0.971973,0.022906594,-0.05874964,-0.22647792
69219,-6.0549645,3.9607704,-26.436049,-0.15134603,0.6131607,9.634102,-0.02351831,-0.022143863,0.03145956,-0.16030441,-0.048109114,-0.9858945,0.971985,0.021525579,-0.059275772,-0.22642483
69326,-6.0919337,4.047166,-26.675625,-0.13280165,0.6095715,9.609575,-0.021838432,-0.019089539,0.02977968,-0.16345899,-0.052412882,-0.9851569,0.97147906,0.022059198,-0.05980601,-0.22839665
69433,-6.032514,4.33443,-26.821165,-0.1477568,0.6251249,9.628718,-0.021533,-0.02076942,0.027947085,-0.1586837,-0.05443298,-0.98582786,0.9711522,0.024538795,-0.059906356,-0.22950502
69539,-5.6834626,4.2039003,-26.779541,-0.12562318,0.58983076,9.643075,-0.02611449,-0.019089539,0.029321533,-0.14702344,-0.060576256,-0.9872764,0.9713883,0.024163758,-0.056680307,-0.22936489
69646,-5.9014688,4.18567,-27.018217,-0.14835499,0.61495537,9.651449,-0.021685716,-0.017562376,0.02855795,-0.1587365,-0.05271968,-0.98591244,0.9708351,0.023444226,-0.058539115,-0.23130675
69753,-5.9014688,4.18567,-27.018217,-0.14835499,0.61495537,9.651449,-0.021685716,-0.017562376,0.02855795,-0.1587365,-0.05271968,-0.98591244,0.9708351,0.023444226,-0.058539115,-0.23130675
69859,-5.943523,4.209511,-27.261694,-0.1274178,0.6053841,9.583255,-0.022296581,-0.015882496,0.031306844,-0.15936133,-0.052336358,-0.9858321,0.9703213,0.023434682,-0.058993123,-0.23333925
69966,-5.593693,4.0620637,-27.626371,-0.18005991,0.6203393,9.657433,-0.027794369,-0.019700404,0.029932396,-0.15740664,-0.045327682,-0.98649305,0.9697262,0.022732029,-0.0558055,-0.2366434
70072,-5.593693,4.0620637,-27.626371,-0.18005991,0.6203393,9.657433,-0.027794369,-0.019700404,0.029932396,-0.15740664,-0.045327682,-0.98649305,0.9697262,0.022732029,-0.0558055,-0.2366434
70179,-5.593693,4.0620637,-27.626371,-0.18005991,0.6203393,9.657433,-0.027794369,-0.019700404,0.029932396,-0.15740664,-0.045327682,-0.98649305,0.9697262,0.022732029,-0.0558055,-0.2366434
70286,-6.098031,3.8408127,-27.795681,-0.1375873,0.634098,9.639485,-0.028252516,-0.017104227,0.028405234,-0.15863569,-0.036380578,-0.9866667,0.96923506,0.0197154,-0.059641827,-0.23798645
70392,-5.5281096,3.9029853,-28.059458,-0.18005991,0.6065805,9.620941,-0.022602012,-0.014966198,0.027030788,-0.14744118,-0.04462049,-0.9880638,0.96887743,0.02131541,-0.055003315,-0.24040966
70499,-5.6607113,4.117816,-28.228073,-0.14117654,0.60717875,9.609575,-0.02076942,-0.019547688,0.030085113,-0.15657131,-0.051992457,-0.98629725,0.96843654,0.022766525,-0.056607585,-0.24167742
70606,-5.6607113,4.117816,-28.228073,-0.14117654,0.60717875,9.609575,-0.02076942,-0.019547688,0.030085113,-0.15657131,-0.051992457,-0.98629725,0.96843654,0.022766525,-0.056607585,-0.24167742
70712,-5.9779663,3.815604,-28.26183,-0.14476576,0.6023931,9.669994,-0.01817324,-0.01572978,0.028099801,-0.15738617,-0.035629794,-0.9868942,0.96830815,0.019516699,-0.058654673,-0.2419876
70819,-5.9779663,3.815604,-28.26183,-0.14476576,0.6023931,9.669994,-0.01817324,-0.01572978,0.028099801,-0.15738617,-0.035629794,-0.9868942,0.96830815,0.019516699,-0.058654673,-0.2419876
70926,-5.5971303,4.1241364,-28.453121,-0.15493526,0.61196434,9.643673,-0.022602012,-0.016493361,0.02947425,-0.15692635,-0.05014628,-0.9863364,0.96798027,0.022845753,-0.05612903,-0.24360177
71032,-5.5971303,4.1241364,-28.453121,-0.15493526,0.61196434,9.643673,-0.022602012,-0.016493361,0.02947425,-0.15692635,-0.05014628,-0.9863364,0.96798027,0.022845753,-0.05612903,-0.24360177
71139,-6.1771145,4.083187,-28.871744,-0.1489532,0.6173482,9.498309,-0.02367103,-0.017562376,0.027488936,-0.16499943,-0.043116234,-0.9853508,0.96688527,0.021026693,-0.061013427,-0.24691726
71246,-6.250836,3.7207081,-29.125631,-0.15672988,0.61495537,9.605388,-0.02397646,-0.016798794,0.0290161,-0.17087825,-0.030419005,-0.98482245,0.96636856,0.01767209,-0.060892873,-0.24922183
71352,-6.137499,3.816595,-29.282364,-0.1268196,0.5952146,9.605388,-0.024129178,-0.018936822,0.02565634,-0.16787495,-0.036606938,-0.9851284,0.9660551,0.01864834,-0.060172055,-0.2505376
71459,-6.321004,4.1133547,-29.36308,-0.13280165,0.62452674,9.635298,-0.02565634,-0.012370021,0.028863383,-0.16980004,-0.04488801,-0.9844557,0.9657574,0.02069921,-0.06238058,-0.25098374
71566,-6.321004,4.1133547,-29.36308,-0.13280165,0.62452674,9.635298,-0.02565634,-0.012370021,0.028863383,-0.16980004,-0.04488801,-0.9844557,0.9657574,0.02069921,-0.06238058,-0.25098374
71672,-6.321004,4.1133547,-29.36308,-0.13280165,0.62452674,9.635298,-0.02565634,-0.012370021,0.028863383,-0.16980004,-0.04488801,-0.9844557,0.9657574,0.02069921,-0.06238058,-0.25098374
71779,-6.05462,3.9999027,-29.984215,-0.15134603,0.6275177,9.600602,-0.025045475,-0.018936822,0.027030788,-0.16382238,-0.04119526,-0.9856293,0.96450263,0.020010319,-0.059998423,-0.2563873
71886,-6.3404818,3.7058609,-30.329325,-0.14416756,0.6029913,9.653245,-0.024281893,-0.01572978,0.030390546,-0.16523513,-0.03248891,-0.98571897,0.9636648,0.01670106,-0.061794706,-0.25933114
71992,-6.2040095,3.3606222,-30.469141,-0.14536397,0.63649076,9.672387,-0.02641992,-0.017256944,0.025809057,-0.16624217,-0.01797782,-0.9859211,0.96344703,0.014037414,-0.059883535,-0.26074255
72099,-6.2565904,3.8998587,-30.648657,-0.0077766734,0.6125626,9.629914,-0.01863139,-0.016035212,0.03023783,-0.16658215,-0.032951392,-0.98547685,0.9629412,0.01835337,-0.06158027,-0.2619451
72206,-5.9036117,3.8140235,-30.633661,-0.16211373,0.631107,9.6275215,-0.021685716,-0.019547688,0.025350908,-0.15387005,-0.037306897,-0.9873865,0.9631194,0.018457435,-0.05841809,-0.262007
72312,-6.174761,4.059768,-30.799026,-0.15493526,0.5916254,9.660423,-0.02321288,-0.015118915,0.029168814,-0.16918665,-0.048468046,-0.98439157,0.9626008,0.019806355,-0.061284892,-0.26315686
72419,-6.040105,3.9017706,-31.081947,-0.14536397,0.62093747,9.601798,-0.027488936,-0.01740966,0.029168814,-0.16733,-0.0337048,-0.9853246,0.9620239,0.01864491,-0.05983814,-0.26567224
72526,-5.905309,3.8925235,-31.347095,-0.15134603,0.61375904,9.633504,-0.0206167,-0.016798794,0.02855795,-0.15611474,-0.038609926,-0.986984,0.9614563,0.018747998,-0.05872968,-0.2679573
72632,-5.905309,3.8925235,-31.347095,-0.15134603,0.61375904,9.633504,-0.0206167,-0.016798794,0.02855795,-0.15611474,-0.038609926,-0.986984,0.9614563,0.018747998,-0.05872968,-0.2679573
72739,-5.916079,3.8990905,-31.512703,-0.16211373,0.60119665,9.570692,-0.021533,-0.014966198,0.02977968,-0.16377085,-0.038798008,-0.9857352,0.9610632,0.018692551,-0.05886238,-0.26933876
72846,-5.684102,4.266712,-31.833622,-0.14835499,0.619741,9.647861,-0.018936822,-0.023823744,0.03023783,-0.15791628,-0.051009636,-0.9861341,0.9603185,0.022166027,-0.05784501,-0.27193925
72952,-5.684102,4.266712,-31.833622,-0.14835499,0.619741,9.647861,-0.018936822,-0.023823744,0.03023783,-0.15791628,-0.051009636,-0.9861341,0.9603185,0.022166027,-0.05784501,-0.27193925
73059,-5.596316,4.312336,-32.25819,-0.13100703,0.6173482,9.609575,-0.020922136,-0.016798794,0.02855795,-0.15204096,-0.046837755,-0.9872638,0.95932376,0.022547267,-0.057302304,-0.27551046
73166,-5.9819126,4.057782,-32.65112,-0.15194423,0.61375904,9.653843,-0.02443461,-0.021380283,0.02947425,-0.16226856,-0.04255012,-0.9858288,0.9582912,0.019271815,-0.05998127,-0.27876315
73272,-6.174822,4.6116776,-32.95248,-0.1698904,0.62572306,9.634102,-0.024740042,-0.01740966,0.030085113,-0.16677569,-0.05199438,-0.984623,0.9573848,0.023262408,-0.063000396,-0.28089875
73379,-6.2927866,4.1466155,-33.064384,-0.14297114,0.6233303,9.600004,-0.023365596,-0.01817324,0.027947085,-0.16504937,-0.040239695,-0.9854641,0.95715326,0.01902208,-0.062862955,-0.28203544
73486,-6.338486,4.3730903,-33.400818,-0.15194423,0.6059823,9.585647,-0.022143863,-0.016035212,0.028099801,-0.16960527,-0.04619462,-0.9844288,0.9562654,0.020612288,-0.06386225,-0.28469858
73592,-6.0980215,4.282693,-33.60187,-0.15134603,0.6227321,9.602995,-0.025198191,-0.016187929,0.030848695,-0.16789787,-0.047416396,-0.98466337,0.9558665,0.02035554,-0.061669096,-0.2865341
73699,-6.5199747,4.2808514,-33.662823,-0.15014961,0.62093747,9.630512,-0.020922136,-0.019547688,0.024740042,-0.17805095,-0.039149504,-0.98324215,0.95556027,0.019236274,-0.06518981,-0.2868534
73806,-5.9786496,4.400438,-33.859806,-0.1585245,0.6089733,9.600004,-0.024740042,-0.015271631,0.025503622,-0.16717508,-0.04699019,-0.9848068,0.9552387,0.021502892,-0.061017517,-0.28867555
73912,-5.923297,4.7282276,-33.94587,-0.2889333,0.6406782,9.626325,-0.022907447,-0.0154243475,0.026725354,-0.17069012,-0.05862013,-0.98357946,0.9549745,0.024330502,-0.061400518,-0.28924343
74019,-5.8056064,4.3392262,-34.156326,-0.14057833,0.6203393,9.613165,-0.025198191,-0.019394971,0.027488936,-0.15582763,-0.052021306,-0.9864135,0.9545571,0.021280447,-0.059477728,-0.2912563
74126,-6.152362,4.5678105,-34.43251,-0.15194423,0.62452674,9.616156,-0.023060162,-0.021380283,0.030085113,-0.16977659,-0.05914575,-0.9837061,0.95369333,0.022139998,-0.06299664,-0.29327506
74232,-6.529532,4.6674066,-34.91857,-0.14656039,0.637089,9.616754,-0.025350908,-0.02351831,0.02641992,-0.18388297,-0.050227746,-0.981664,0.95228803,0.021708118,-0.066478536,-0.2970805
74339,-6.2903094,4.732834,-34.92646,-0.17587246,0.6233303,9.610772,-0.02733622,-0.020005837,0.028405234,-0.17671247,-0.05816759,-0.9825422,0.9523405,0.02287681,-0.06466454,-0.29722515
74446,-5.619163,4.3773055,-34.95931,-0.1495514,0.6053841,9.6347,-0.023365596,-0.018020526,0.02977968,-0.15536013,-0.05460784,-0.98634744,0.95254445,0.021670358,-0.05817648,-0.2980017
74552,-5.9707336,4.6202025,-35.100853,-0.16271193,0.58983076,9.647861,-0.023823744,-0.016340645,0.028863383,-0.16229862,-0.057933707,-0.98503953,0.9520172,0.02268756,-0.061754454,-0.29888955
74659,-5.9932117,4.9618025,-35.165707,-0.14356935,0.60777694,9.585049,-0.021838432,-0.024587328,0.03176499,-0.16426155,-0.07040488,-0.9839011,0.95176893,0.025430439,-0.06284604,-0.29923165
74766,-6.6552367,5.0125904,-35.607643,-0.13459627,0.61016977,9.660423,-0.02855795,-0.019242255,0.028405234,-0.18025216,-0.06760958,-0.9812941,0.95037055,0.023833854,-0.06856057,-0.30253458
74872,-5.988192,4.9240675,-35.79106,-0.16211373,0.6047859,9.612567,-0.022296581,-0.014660766,0.025045475,-0.1705517,-0.06787773,-0.983008,0.9501316,0.024787739,-0.06284208,-0.3044444
74979,-5.8136983,4.215374,-36.054058,-0.15134603,0.6143572,9.645468,-0.028710665,-0.019089539,0.02641992,-0.16069458,-0.047726844,-0.98584956,0.9496218,0.019244282,-0.05955708,-0.3070848
75086,-6.0197134,4.5236583,-36.089,-0.1495514,0.62153566,9.662217,-0.02321288,-0.017562376,0.027488936,-0.16841407,-0.062889546,-0.9837081,0.94940674,0.02122136,-0.06209431,-0.30711693
75192,-6.0197134,4.5236583,-36.089,-0.1495514,0.62153566,9.662217,-0.02321288,-0.017562376,0.027488936,-0.16841407,-0.062889546,-0.9837081,0.94940674,0.02122136,-0.06209431,-0.30711693
75299,-6.0197134,4.5236583,-36.089,-0.1495514,0.62153566,9.662217,-0.02321288,-0.017562376,0.027488936,-0.16841407,-0.062889546,-0.9837081,0.94940674,0.02122136,-0.06209431,-0.30711693
75406,-6.0197134,4.5236583,-36.089,-0.1495514,0.62153566,9.662217,-0.02321288,-0.017562376,0.027488936,-0.16841407,-0.062889546,-0.9837081,0.94940674,0.02122136,-0.06209431,-0.30711693
75513,-6.0197134,4.5236583,-36.089,-0.1495514,0.62153566,9.662217,-0.02321288,-0.017562376,0.027488936,-0.16841407,-0.062889546,-0.9837081,0.94940674,0.02122136,-0.06209431,-0.30711693
75619,-6.0641246,4.45391,-36.60445,-0.124426775,0.6203393,9.616156,-0.02565634,-0.016340645,0.027947085,-0.16734925,-0.054306496,-0.98440087,0.9480136,0.020242605,-0.06236651,-0.3114015
75726,-6.0641246,4.45391,-36.60445,-0.124426775,0.6203393,9.616156,-0.02565634,-0.016340645,0.027947085,-0.16734925,-0.054306496,-0.98440087,0.9480136,0.020242605,-0.06236651,-0.3114015
75832,-6.0641246,4.45391,-36.60445,-0.124426775,0.6203393,9.616156,-0.02565634,-0.016340645,0.027947085,-0.16734925,-0.054306496,-0.98440087,0.9480136,0.020242605,-0.06236651,-0.3114015
75939,-6.116521,4.502525,-37.300068,-0.16450654,0.6059823,9.64487,-0.024740042,-0.0206167,0.028863383,-0.16981179,-0.04527627,-0.9844359,0.94608,0.020118218,-0.06305477,-0.3170992
76046,-6.116521,4.502525,-37.300068,-0.16450654,0.6059823,9.64487,-0.024740042,-0.0206167,0.028863383,-0.16981179,-0.04527627,-0.9844359,0.94608,0.020118218,-0.06305477,-0.3170992
76152,-5.9290633,4.645948,-38.360905,-0.15014961,0.6023931,9.598209,-0.023060162,-0.014049901,0.02947425,-0.16038518,-0.052981623,-0.9856315,0.9431381,0.021253573,-0.062105574,-0.32585526
76259,-5.9290633,4.645948,-38.360905,-0.15014961,0.6023931,9.598209,-0.023060162,-0.014049901,0.02947425,-0.16038518,-0.052981623,-0.9856315,0.9431381,0.021253573,-0.062105574,-0.32585526
76366,-5.422229,4.566524,-38.915634,-0.16510475,0.6173482,9.687342,-0.023823744,-0.01695151,0.030543262,-0.15388693,-0.056226168,-0.98648745,0.9417116,0.021778675,-0.057819676,-0.33069894
76472,-5.208781,4.298446,-39.216713,-0.16151553,0.6065805,9.649057,-0.021838432,-0.012980886,0.031306844,-0.14999704,-0.04756318,-0.98754174,0.9409454,0.020052642,-0.055346653,-0.33340126
76579,-5.552594,4.4800987,-39.257923,-0.12921242,0.5928218,9.6347,-0.02641992,-0.015577063,0.027794369,-0.15489711,-0.05446612,-0.9864281,0.9406993,0.020512922,-0.0587017,-0.33349386
76686,-5.5776258,4.2066708,-39.79474,-0.16331014,0.62871414,9.616754,-0.02107485,-0.023823744,0.030543262,-0.15491784,-0.045558784,-0.9868763,0.93916506,0.017922223,-0.058195613,-0.33802518
76792,-5.5717616,4.155059,-40.029217,-0.1495514,0.6023931,9.632307,-0.0206167,-0.015882496,0.030848695,-0.15694709,-0.041532077,-0.9867333,0.9384811,0.017397983,-0.05803108,-0.33997494
76899,-5.72054,4.396253,-40.529106,-0.12083753,0.59042895,9.610173,-0.021991149,-0.016035212,0.03344487,-0.15354326,-0.04941282,-0.9869057,0.9369082,0.018665705,-0.060045242,-0.34387386
77006,-5.721011,4.674856,-40.71439,-0.14596218,0.62213385,9.646066,-0.02565634,-0.022449298,0.028405234,-0.15916964,-0.048833042,-0.9860428,0.9363029,0.020843623,-0.06091874,-0.34524098
77112,-5.665402,4.2332683,-41.20093,-0.15134603,0.61675,9.634102,-0.023060162,-0.015882496,0.02947425,-0.15751205,-0.040261287,-0.986696,0.9349172,0.017153451,-0.059207454,-0.34947103
77219,-5.583585,4.5516114,-41.704353,-0.17826527,0.61076796,9.620343,-0.020922136,-0.015271631,0.029321533,-0.15906557,-0.043458436,-0.9863111,0.933345,0.01974103,-0.059598867,-0.35344777
77326,-5.6513615,4.5202622,-42.07397,-0.124426775,0.61794645,9.641878,-0.02321288,-0.01771509,0.03191771,-0.16020256,-0.04916498,-0.985859,0.9321868,0.019080697,-0.06011525,-0.3564406
77432,-5.9348526,4.4729495,-42.3606,-0.15433705,0.6275177,9.621539,-0.022449298,-0.01985312,0.030695977,-0.160134,-0.04047967,-0.98626494,0.9312184,0.017649192,-0.062315,-0.35866097
77539,-5.9348526,4.4729495,-42.3606,-0.15433705,0.6275177,9.621539,-0.022449298,-0.01985312,0.030695977,-0.160134,-0.04047967,-0.98626494,0.9312184,0.017649192,-0.062315,-0.35866097
77646,-5.508372,4.3229885,-42.67295,-0.16331014,0.63170516,9.669994,-0.021838432,-0.020922136,0.02733622,-0.16250965,-0.042355042,-0.98579746,0.93038124,0.017619904,-0.058432814,-0.36147735
77752,-5.508372,4.3229885,-42.67295,-0.16331014,0.63170516,9.669994,-0.021838432,-0.020922136,0.02733622,-0.16250965,-0.042355042,-0.98579746,0.93038124,0.017619904,-0.058432814,-0.36147735
77860,-5.593044,4.770182,-42.802277,-0.13698909,0.62213385,9.622736,-0.02367103,-0.0206167,0.030543262,-0.16103028,-0.061061025,-0.9850588,0.9298751,0.020912563,-0.06055298,-0.3622546
77966,-5.570749,4.5411334,-43.00776,-0.16151553,0.61016977,9.635897,-0.02321288,-0.018784106,0.028710665,-0.15243231,-0.052318156,-0.98692816,0.9292697,0.01901808,-0.059682325,-0.36405244
78072,-5.570749,4.5411334,-43.00776,-0.16151553,0.61016977,9.635897,-0.02321288,-0.018784106,0.028710665,-0.15243231,-0.052318156,-0.98692816,0.9292697,0.01901808,-0.059682325,-0.36405244
78179,-5.570749,4.5411334,-43.00776,-0.16151553,0.61016977,9.635897,-0.02321288,-0.018784106,0.028710665,-0.15243231,-0.052318156,-0.98692816,0.9292697,0.01901808,-0.059682325,-0.36405244
78286,-5.570749,4.5411334,-43.00776,-0.16151553,0.61016977,9.635897,-0.02321288,-0.018784106,0.028710665,-0.15243231,-0.052318156,-0.98692816,0.9292697,0.01901808,-0.059682325,-0.36405244
78392,-5.5157404,4.5636554,-43.791977,-0.1489532,0.59341997,9.649655,-0.020005837,-0.01740966,0.024281893,-0.15700579,-0.05373819,-0.9861346,0.92676723,0.018970862,-0.059439685,-0.370418
78499,-4.884287,4.9095535,-44.05634,-0.1495514,0.76331043,9.6687975,-0.022907447,-0.015118915,0.027183503,-0.13607347,-0.05942461,-0.9889149,0.92599225,0.023701156,-0.05551335,-0.37268606
78606,-5.3458166,4.8589015,-44.141975,-0.16749758,0.62153566,9.618548,-0.024281893,-0.018936822,0.027030788,-0.15536126,-0.06578682,-0.9856647,0.9256215,0.021732887,-0.059088524,-0.37317696
78712,-5.375366,4.791492,-44.161785,-0.14536397,0.6203393,9.636495,-0.022602012,-0.015271631,0.029626964,-0.15415245,-0.058416825,-0.98631865,0.9255625,0.021080991,-0.059110943,-0.37335715
78819,-5.8830876,4.5437503,-44.293186,-0.16151553,0.6478567,9.622736,-0.02367103,-0.02443461,0.028863383,-0.16428639,-0.0344808,-0.98580986,0.9250418,0.017338112,-0.062417857,-0.37430078
78926,-5.5520473,4.5735846,-44.43243,-0.13339986,0.62153566,9.629316,-0.025198191,-0.01817324,0.027183503,-0.15519385,-0.050679624,-0.98658323,0.92467153,0.018598355,-0.059869837,-0.3755693
79033,-5.8782015,4.7459784,-44.496902,-0.12622139,0.6203393,9.622736,-0.03359759,-0.014049901,0.031154126,-0.1651809,-0.0516289,-0.984911,0.9243444,0.018874597,-0.0630726,-0.37583637
79139,-5.8782015,4.7459784,-44.496902,-0.12622139,0.6203393,9.622736,-0.03359759,-0.014049901,0.031154126,-0.1651809,-0.0516289,-0.984911,0.9243444,0.018874597,-0.0630726,-0.37583637
79246,-5.8782015,4.7459784,-44.496902,-0.12622139,0.6203393,9.622736,-0.03359759,-0.014049901,0.031154126,-0.1651809,-0.0516289,-0.984911,0.9243444,0.018874597,-0.0630726,-0.37583637
79352,-5.8431163,5.1607738,-45.322506,-0.15074782,0.5922236,9.596415,-0.027794369,-0.0206167,0.029626964,-0.16537964,-0.07076293,-0.98368806,0.9215491,0.021873929,-0.064309426,-0.38227364
79459,-5.2785783,4.639099,-45.335403,-0.19980069,0.57487565,9.652048,-0.021991149,-0.017867807,0.028710665,-0.1527595,-0.05272419,-0.986856,0.92173964,0.019575097,-0.058037296,-0.38294196
79566,-5.5968223,4.7143846,-45.56838,-0.15912269,0.6143572,9.622137,-0.02397646,-0.020922136,0.031001411,-0.1560707,-0.04631243,-0.9866596,0.920869,0.018983738,-0.060883135,-0.38462076
79673,-5.5968223,4.7143846,-45.56838,-0.15912269,0.6143572,9.622137,-0.02397646,-0.020922136,0.031001411,-0.1560707,-0.04631243,-0.9866596,0.920869,0.018983738,-0.060883135,-0.38462076
79779,-5.5006537,5.273345,-45.972733,-0.1471586,0.60418767,9.611968,-0.022296581,-0.017104227,0.027030788,-0.15713353,-0.068307474,-0.9852122,0.9194259,0.023582479,-0.06207083,-0.3876172
79886,-5.200881,5.06225,-46.255863,-0.1585245,0.6161518,9.684949,-0.021838432,-0.01817324,0.025045475,-0.14686643,-0.06567919,-0.9869734,0.91857386,0.02276742,-0.05901189,-0.39015555
79993,-5.6190853,5.0405736,-46.343506,-0.14835499,0.631107,9.670592,-0.022602012,-0.021838432,0.02733622,-0.15649568,-0.053963475,-0.9862034,0.91818434,0.021108555,-0.062300507,-0.3906541
80099,-5.6133676,4.418961,-46.93351,-0.1495514,0.5982056,9.615558,-0.029626964,-0.019089539,0.02641992,-0.15357414,-0.03713286,-0.98743916,0.91626155,0.015837345,-0.060217053,-0.39571184
80206,-5.547481,4.700533,-47.03658,-0.15613168,0.6089733,9.614959,-0.02657264,-0.0206167,0.024740042,-0.15290688,-0.044217944,-0.98725086,0.91587996,0.01826369,-0.060679767,-0.39641938
80312,-5.975754,4.738144,-47.258255,-0.13698909,0.61196434,9.651449,-0.022602012,-0.014202617,0.02947425,-0.16478513,-0.042296138,-0.9854222,0.91499525,0.016944688,-0.06425935,-0.39795387
80419,-6.291408,4.784467,-47.47868,-0.17467603,0.631107,9.64128,-0.02031127,-0.023823744,0.02657264,-0.17452416,-0.037961725,-0.9839208,0.91413265,0.01607861,-0.066966645,-0.39952278
80526,-6.1863036,4.769464,-47.819878,-0.12562318,0.62452674,9.603594,-0.026725354,-0.020005837,0.027947085,-0.1695219,-0.03849612,-0.9847743,0.91297126,0.016132388,-0.06612587,-0.40230665
80632,-5.370914,4.684231,-48.061745,-0.09332008,0.232702,9.632906,0.15485434,-0.019547688,0.02947425,-0.15001881,-0.05065505,-0.9873846,0.91234076,0.018219305,-0.059379872,-0.40469304
80739,-6.226641,4.7215343,-48.119923,-0.22492532,0.41874397,9.6275215,0.063988134,-0.1058324,0.081855945,-0.1773683,-0.044923972,-0.98311865,0.9119098,0.015433866,-0.066318974,-0.40470243
80846,-6.3051367,4.331708,-48.0238,-0.16151553,0.06819544,9.685548,0.01038471,-0.035277467,0.052381694,-0.1758998,-0.03301234,-0.98385435,0.91227275,0.012106624,-0.065555245,-0.40412176
80952,-6.3051367,4.331708,-48.0238,-0.16151553,0.06819544,9.685548,0.01038471,-0.035277467,0.052381694,-0.1758998,-0.03301234,-0.98385435,0.91227275,0.012106624,-0.065555245,-0.40412176
81059,-8.468438,-6.91095,-49.14532,0.50847477,1.8107685,11.102696,-2.789669,-0.4013385,-1.5635095,-0.17022114,-0.13304904,-0.9763825,0.90345293,-0.08531236,-0.04202908,-0.41800502
81166,-5.0920157,-26.054708,-43.072765,-0.5611169,5.7720866,9.999007,-2.758973,0.65286225,1.2487613,-0.18782948,-0.501841,-0.84431964,0.9016737,-0.22535884,0.04240999,-0.36660516
81272,5.4188886,-59.687347,-43.324932,-0.36370903,9.88475,5.9210396,-3.5530977,1.2389873,-1.1119275,-0.28333294,-0.85345805,-0.43741488,0.8139092,-0.44683707,0.22159725,-0.29796496
81379,3.5928872,-82.82144,-52.151478,0.029312076,11.827124,1.2526425,-2.777757,1.2953397,-2.1004603,-0.2246533,-0.9699514,-0.093408845,0.6824324,-0.58349895,0.3117223,-0.3108765
